letter,startPlacement,endPlacement,timing,direction,blueMotionType,blueRotationDirection,blueSkewDir,blueHandPath,blueSkewSteps,blueStartLocation,blueEndLocation,redMotionType,redRotationDirection,redSkewDir,redHandPath,redSkewSteps,redStartLocation,redEndLocation,category
P,zeta16,eta2,none,opp,pro,ccw,,ccw,0,e,n,pro,cw,,cw,0,nw,ne,3
S,zeta16,zeta14,none,same,pro,ccw,,ccw,0,e,n,pro,ccw,,ccw,0,nw,sw,3
R,zeta16,eta2,none,opp,pro,ccw,,ccw,0,e,n,anti,ccw,,cw,0,nw,ne,3
V,zeta16,zeta14,none,same,pro,ccw,,ccw,0,e,n,anti,cw,,ccw,0,nw,sw,3
Σ,zeta16,eta16,none,none,pro,ccw,,ccw,0,e,n,static,noRotation,,static,0,nw,nw,3
Θ-,zeta16,zeta4,none,none,pro,ccw,,ccw,0,e,n,dash,noRotation,,dash,0,nw,se,3
V,zeta16,zeta10,none,same,anti,ccw,,cw,0,e,s,pro,cw,,cw,0,nw,ne,3
O,zeta16,eta6,none,opp,anti,ccw,,cw,0,e,s,pro,ccw,,ccw,0,nw,sw,3
T,zeta16,zeta10,none,same,anti,ccw,,cw,0,e,s,anti,ccw,,cw,0,nw,ne,3
N,zeta16,eta6,none,opp,anti,ccw,,cw,0,e,s,anti,cw,,ccw,0,nw,sw,3
X,zeta16,zeta8,none,none,anti,ccw,,cw,0,e,s,static,noRotation,,static,0,nw,nw,3
Z-,zeta16,eta12,none,none,anti,ccw,,cw,0,e,s,dash,noRotation,,dash,0,nw,se,3
R,zeta16,eta2,none,opp,anti,cw,,ccw,0,e,n,pro,cw,,cw,0,nw,ne,3
U,zeta16,zeta14,none,same,anti,cw,,ccw,0,e,n,pro,ccw,,ccw,0,nw,sw,3
Q,zeta16,eta2,none,opp,anti,cw,,ccw,0,e,n,anti,ccw,,cw,0,nw,ne,3
T,zeta16,zeta14,none,same,anti,cw,,ccw,0,e,n,anti,cw,,ccw,0,nw,sw,3
Δ,zeta16,eta16,none,none,anti,cw,,ccw,0,e,n,static,noRotation,,static,0,nw,nw,3
Ω-,zeta16,zeta4,none,none,anti,cw,,ccw,0,e,n,dash,noRotation,,dash,0,nw,se,3
Σ,zeta16,eta10,none,none,static,noRotation,,static,0,e,e,pro,cw,,cw,0,nw,ne,3
W,zeta16,zeta6,none,none,static,noRotation,,static,0,e,e,pro,ccw,,ccw,0,nw,sw,3
Δ,zeta16,eta10,none,none,static,noRotation,,static,0,e,e,anti,ccw,,cw,0,nw,ne,3
X,zeta16,zeta6,none,none,static,noRotation,,static,0,e,e,anti,cw,,ccw,0,nw,sw,3
ζ,zeta16,zeta16,none,none,static,noRotation,,static,0,e,e,static,noRotation,,static,0,nw,nw,3
Ψ,zeta16,eta4,none,none,static,noRotation,,static,0,e,e,dash,noRotation,,dash,0,nw,se,3
Θ-,zeta16,zeta2,none,none,dash,noRotation,,dash,0,e,w,pro,cw,,cw,0,nw,ne,3
Y-,zeta16,eta14,none,none,dash,noRotation,,dash,0,e,w,pro,ccw,,ccw,0,nw,sw,3
Ω-,zeta16,zeta2,none,none,dash,noRotation,,dash,0,e,w,anti,ccw,,cw,0,nw,ne,3
Z-,zeta16,eta14,none,none,dash,noRotation,,dash,0,e,w,anti,cw,,ccw,0,nw,sw,3
Ψ,zeta16,eta8,none,none,dash,noRotation,,dash,0,e,w,static,noRotation,,static,0,nw,nw,3
Φ-,zeta16,zeta12,none,none,dash,noRotation,,dash,0,e,w,dash,noRotation,,dash,0,nw,se,3
S,zeta9,zeta11,none,same,pro,cw,,cw,0,se,sw,pro,cw,,cw,0,n,e,3
M,zeta9,eta7,none,opp,pro,cw,,cw,0,se,sw,pro,ccw,,ccw,0,n,w,3
U,zeta9,zeta11,none,same,pro,cw,,cw,0,se,sw,anti,ccw,,cw,0,n,e,3
O,zeta9,eta7,none,opp,pro,cw,,cw,0,se,sw,anti,cw,,ccw,0,n,w,3
W,zeta9,zeta1,none,none,pro,cw,,cw,0,se,sw,static,noRotation,,static,0,n,n,3
Y-,zeta9,eta13,none,none,pro,cw,,cw,0,se,sw,dash,noRotation,,dash,0,n,s,3
P,zeta9,eta3,none,opp,pro,ccw,,ccw,0,se,ne,pro,cw,,cw,0,n,e,3
S,zeta9,zeta15,none,same,pro,ccw,,ccw,0,se,ne,pro,ccw,,ccw,0,n,w,3
R,zeta9,eta3,none,opp,pro,ccw,,ccw,0,se,ne,anti,ccw,,cw,0,n,e,3
V,zeta9,zeta15,none,same,pro,ccw,,ccw,0,se,ne,anti,cw,,ccw,0,n,w,3
Σ,zeta9,eta9,none,none,pro,ccw,,ccw,0,se,ne,static,noRotation,,static,0,n,n,3
Θ-,zeta9,zeta5,none,none,pro,ccw,,ccw,0,se,ne,dash,noRotation,,dash,0,n,s,3
V,zeta9,zeta11,none,same,anti,ccw,,cw,0,se,sw,pro,cw,,cw,0,n,e,3
O,zeta9,eta7,none,opp,anti,ccw,,cw,0,se,sw,pro,ccw,,ccw,0,n,w,3
T,zeta9,zeta11,none,same,anti,ccw,,cw,0,se,sw,anti,ccw,,cw,0,n,e,3
N,zeta9,eta7,none,opp,anti,ccw,,cw,0,se,sw,anti,cw,,ccw,0,n,w,3
X,zeta9,zeta1,none,none,anti,ccw,,cw,0,se,sw,static,noRotation,,static,0,n,n,3
Z-,zeta9,eta13,none,none,anti,ccw,,cw,0,se,sw,dash,noRotation,,dash,0,n,s,3
R,zeta9,eta3,none,opp,anti,cw,,ccw,0,se,ne,pro,cw,,cw,0,n,e,3
U,zeta9,zeta15,none,same,anti,cw,,ccw,0,se,ne,pro,ccw,,ccw,0,n,w,3
Q,zeta9,eta3,none,opp,anti,cw,,ccw,0,se,ne,anti,ccw,,cw,0,n,e,3
T,zeta9,zeta15,none,same,anti,cw,,ccw,0,se,ne,anti,cw,,ccw,0,n,w,3
Δ,zeta9,eta9,none,none,anti,cw,,ccw,0,se,ne,static,noRotation,,static,0,n,n,3
Ω-,zeta9,zeta5,none,none,anti,cw,,ccw,0,se,ne,dash,noRotation,,dash,0,n,s,3
Σ,zeta9,eta11,none,none,static,noRotation,,static,0,se,se,pro,cw,,cw,0,n,e,3
W,zeta9,zeta7,none,none,static,noRotation,,static,0,se,se,pro,ccw,,ccw,0,n,w,3
Δ,zeta9,eta11,none,none,static,noRotation,,static,0,se,se,anti,ccw,,cw,0,n,e,3
X,zeta9,zeta7,none,none,static,noRotation,,static,0,se,se,anti,cw,,ccw,0,n,w,3
ζ,zeta9,zeta9,none,none,static,noRotation,,static,0,se,se,static,noRotation,,static,0,n,n,3
Ψ,zeta9,eta5,none,none,static,noRotation,,static,0,se,se,dash,noRotation,,dash,0,n,s,3
Θ-,zeta9,zeta3,none,none,dash,noRotation,,dash,0,se,nw,pro,cw,,cw,0,n,e,3
Y-,zeta9,eta15,none,none,dash,noRotation,,dash,0,se,nw,pro,ccw,,ccw,0,n,w,3
Ω-,zeta9,zeta3,none,none,dash,noRotation,,dash,0,se,nw,anti,ccw,,cw,0,n,e,3
Z-,zeta9,eta15,none,none,dash,noRotation,,dash,0,se,nw,anti,cw,,ccw,0,n,w,3
Ψ,zeta9,eta1,none,none,dash,noRotation,,dash,0,se,nw,static,noRotation,,static,0,n,n,3
Φ-,zeta9,zeta13,none,none,dash,noRotation,,dash,0,se,nw,dash,noRotation,,dash,0,n,s,3
S,eta11,eta13,none,same,pro,cw,,cw,0,se,sw,pro,cw,,cw,0,e,s,3
M,eta11,zeta1,none,opp,pro,cw,,cw,0,se,sw,pro,ccw,,ccw,0,e,n,3
U,eta11,eta13,none,same,pro,cw,,cw,0,se,sw,anti,ccw,,cw,0,e,s,3
O,eta11,zeta1,none,opp,pro,cw,,cw,0,se,sw,anti,cw,,ccw,0,e,n,3
Θ,eta11,zeta11,none,none,pro,cw,,cw,0,se,sw,static,noRotation,,static,0,e,e,3
Σ-,eta11,eta7,none,none,pro,cw,,cw,0,se,sw,dash,noRotation,,dash,0,e,w,3
P,eta11,zeta5,none,opp,pro,ccw,,ccw,0,se,ne,pro,cw,,cw,0,e,s,3
S,eta11,eta9,none,same,pro,ccw,,ccw,0,se,ne,pro,ccw,,ccw,0,e,n,3
R,eta11,zeta5,none,opp,pro,ccw,,ccw,0,se,ne,anti,ccw,,cw,0,e,s,3
V,eta11,eta9,none,same,pro,ccw,,ccw,0,se,ne,anti,cw,,ccw,0,e,n,3
Y,eta11,eta3,none,none,pro,ccw,,ccw,0,se,ne,static,noRotation,,static,0,e,e,3
W-,eta11,zeta15,none,none,pro,ccw,,ccw,0,se,ne,dash,noRotation,,dash,0,e,w,3
V,eta11,eta13,none,same,anti,ccw,,cw,0,se,sw,pro,cw,,cw,0,e,s,3
O,eta11,zeta1,none,opp,anti,ccw,,cw,0,se,sw,pro,ccw,,ccw,0,e,n,3
T,eta11,eta13,none,same,anti,ccw,,cw,0,se,sw,anti,ccw,,cw,0,e,s,3
N,eta11,zeta1,none,opp,anti,ccw,,cw,0,se,sw,anti,cw,,ccw,0,e,n,3
Ω,eta11,zeta11,none,none,anti,ccw,,cw,0,se,sw,static,noRotation,,static,0,e,e,3
Δ-,eta11,eta7,none,none,anti,ccw,,cw,0,se,sw,dash,noRotation,,dash,0,e,w,3
R,eta11,zeta5,none,opp,anti,cw,,ccw,0,se,ne,pro,cw,,cw,0,e,s,3
U,eta11,eta9,none,same,anti,cw,,ccw,0,se,ne,pro,ccw,,ccw,0,e,n,3
Q,eta11,zeta5,none,opp,anti,cw,,ccw,0,se,ne,anti,ccw,,cw,0,e,s,3
T,eta11,eta9,none,same,anti,cw,,ccw,0,se,ne,anti,cw,,ccw,0,e,n,3
Z,eta11,eta3,none,none,anti,cw,,ccw,0,se,ne,static,noRotation,,static,0,e,e,3
X-,eta11,zeta15,none,none,anti,cw,,ccw,0,se,ne,dash,noRotation,,dash,0,e,w,3
Y,eta11,eta5,none,none,static,noRotation,,static,0,se,se,pro,cw,,cw,0,e,s,3
Θ,eta11,zeta9,none,none,static,noRotation,,static,0,se,se,pro,ccw,,ccw,0,e,n,3
Z,eta11,eta5,none,none,static,noRotation,,static,0,se,se,anti,ccw,,cw,0,e,s,3
Ω,eta11,zeta9,none,none,static,noRotation,,static,0,se,se,anti,cw,,ccw,0,e,n,3
η,eta11,eta11,none,none,static,noRotation,,static,0,se,se,static,noRotation,,static,0,e,e,3
Φ,eta11,zeta7,none,none,static,noRotation,,static,0,se,se,dash,noRotation,,dash,0,e,w,3
W-,eta11,zeta13,none,none,dash,noRotation,,dash,0,se,nw,pro,cw,,cw,0,e,s,3
Σ-,eta11,eta1,none,none,dash,noRotation,,dash,0,se,nw,pro,ccw,,ccw,0,e,n,3
X-,eta11,zeta13,none,none,dash,noRotation,,dash,0,se,nw,anti,ccw,,cw,0,e,s,3
Δ-,eta11,eta1,none,none,dash,noRotation,,dash,0,se,nw,anti,cw,,ccw,0,e,n,3
Φ,eta11,zeta3,none,none,dash,noRotation,,dash,0,se,nw,static,noRotation,,static,0,e,e,3
Ψ-,eta11,eta15,none,none,dash,noRotation,,dash,0,se,nw,dash,noRotation,,dash,0,e,w,3
S,eta5,eta7,none,same,pro,cw,,cw,0,se,sw,pro,cw,,cw,0,s,w,3
P,eta5,zeta11,none,opp,pro,cw,,cw,0,se,sw,pro,ccw,,ccw,0,s,e,3
V,eta5,eta7,none,same,pro,cw,,cw,0,se,sw,anti,ccw,,cw,0,s,w,3
R,eta5,zeta11,none,opp,pro,cw,,cw,0,se,sw,anti,cw,,ccw,0,s,e,3
Y,eta5,eta13,none,none,pro,cw,,cw,0,se,sw,static,noRotation,,static,0,s,s,3
W-,eta5,zeta1,none,none,pro,cw,,cw,0,se,sw,dash,noRotation,,dash,0,s,n,3
M,eta5,zeta15,none,opp,pro,ccw,,ccw,0,se,ne,pro,cw,,cw,0,s,w,3
S,eta5,eta3,none,same,pro,ccw,,ccw,0,se,ne,pro,ccw,,ccw,0,s,e,3
O,eta5,zeta15,none,opp,pro,ccw,,ccw,0,se,ne,anti,ccw,,cw,0,s,w,3
U,eta5,eta3,none,same,pro,ccw,,ccw,0,se,ne,anti,cw,,ccw,0,s,e,3
Θ,eta5,zeta5,none,none,pro,ccw,,ccw,0,se,ne,static,noRotation,,static,0,s,s,3
Σ-,eta5,eta9,none,none,pro,ccw,,ccw,0,se,ne,dash,noRotation,,dash,0,s,n,3
U,eta5,eta7,none,same,anti,ccw,,cw,0,se,sw,pro,cw,,cw,0,s,w,3
R,eta5,zeta11,none,opp,anti,ccw,,cw,0,se,sw,pro,ccw,,ccw,0,s,e,3
T,eta5,eta7,none,same,anti,ccw,,cw,0,se,sw,anti,ccw,,cw,0,s,w,3
Q,eta5,zeta11,none,opp,anti,ccw,,cw,0,se,sw,anti,cw,,ccw,0,s,e,3
Z,eta5,eta13,none,none,anti,ccw,,cw,0,se,sw,static,noRotation,,static,0,s,s,3
X-,eta5,zeta1,none,none,anti,ccw,,cw,0,se,sw,dash,noRotation,,dash,0,s,n,3
O,eta5,zeta15,none,opp,anti,cw,,ccw,0,se,ne,pro,cw,,cw,0,s,w,3
V,eta5,eta3,none,same,anti,cw,,ccw,0,se,ne,pro,ccw,,ccw,0,s,e,3
N,eta5,zeta15,none,opp,anti,cw,,ccw,0,se,ne,anti,ccw,,cw,0,s,w,3
T,eta5,eta3,none,same,anti,cw,,ccw,0,se,ne,anti,cw,,ccw,0,s,e,3
Ω,eta5,zeta5,none,none,anti,cw,,ccw,0,se,ne,static,noRotation,,static,0,s,s,3
Δ-,eta5,eta9,none,none,anti,cw,,ccw,0,se,ne,dash,noRotation,,dash,0,s,n,3
Θ,eta5,zeta7,none,none,static,noRotation,,static,0,se,se,pro,cw,,cw,0,s,w,3
Y,eta5,eta11,none,none,static,noRotation,,static,0,se,se,pro,ccw,,ccw,0,s,e,3
Ω,eta5,zeta7,none,none,static,noRotation,,static,0,se,se,anti,ccw,,cw,0,s,w,3
Z,eta5,eta11,none,none,static,noRotation,,static,0,se,se,anti,cw,,ccw,0,s,e,3
η,eta5,eta5,none,none,static,noRotation,,static,0,se,se,static,noRotation,,static,0,s,s,3
Φ,eta5,zeta9,none,none,static,noRotation,,static,0,se,se,dash,noRotation,,dash,0,s,n,3
Σ-,eta5,eta15,none,none,dash,noRotation,,dash,0,se,nw,pro,cw,,cw,0,s,w,3
W-,eta5,zeta3,none,none,dash,noRotation,,dash,0,se,nw,pro,ccw,,ccw,0,s,e,3
Δ-,eta5,eta15,none,none,dash,noRotation,,dash,0,se,nw,anti,ccw,,cw,0,s,w,3
X-,eta5,zeta3,none,none,dash,noRotation,,dash,0,se,nw,anti,cw,,ccw,0,s,e,3
Φ,eta5,zeta13,none,none,dash,noRotation,,dash,0,se,nw,static,noRotation,,static,0,s,s,3
Ψ-,eta5,eta1,none,none,dash,noRotation,,dash,0,se,nw,dash,noRotation,,dash,0,s,n,3
S,zeta7,zeta1,none,same,pro,cw,,cw,0,se,sw,pro,cw,,cw,0,w,n,3
P,zeta7,eta13,none,opp,pro,cw,,cw,0,se,sw,pro,ccw,,ccw,0,w,s,3
V,zeta7,zeta1,none,same,pro,cw,,cw,0,se,sw,anti,ccw,,cw,0,w,n,3
R,zeta7,eta13,none,opp,pro,cw,,cw,0,se,sw,anti,cw,,ccw,0,w,s,3
Σ,zeta7,eta7,none,none,pro,cw,,cw,0,se,sw,static,noRotation,,static,0,w,w,3
Θ-,zeta7,zeta11,none,none,pro,cw,,cw,0,se,sw,dash,noRotation,,dash,0,w,e,3
M,zeta7,eta9,none,opp,pro,ccw,,ccw,0,se,ne,pro,cw,,cw,0,w,n,3
S,zeta7,zeta5,none,same,pro,ccw,,ccw,0,se,ne,pro,ccw,,ccw,0,w,s,3
O,zeta7,eta9,none,opp,pro,ccw,,ccw,0,se,ne,anti,ccw,,cw,0,w,n,3
U,zeta7,zeta5,none,same,pro,ccw,,ccw,0,se,ne,anti,cw,,ccw,0,w,s,3
W,zeta7,zeta15,none,none,pro,ccw,,ccw,0,se,ne,static,noRotation,,static,0,w,w,3
Y-,zeta7,eta3,none,none,pro,ccw,,ccw,0,se,ne,dash,noRotation,,dash,0,w,e,3
U,zeta7,zeta1,none,same,anti,ccw,,cw,0,se,sw,pro,cw,,cw,0,w,n,3
R,zeta7,eta13,none,opp,anti,ccw,,cw,0,se,sw,pro,ccw,,ccw,0,w,s,3
T,zeta7,zeta1,none,same,anti,ccw,,cw,0,se,sw,anti,ccw,,cw,0,w,n,3
Q,zeta7,eta13,none,opp,anti,ccw,,cw,0,se,sw,anti,cw,,ccw,0,w,s,3
Δ,zeta7,eta7,none,none,anti,ccw,,cw,0,se,sw,static,noRotation,,static,0,w,w,3
Ω-,zeta7,zeta11,none,none,anti,ccw,,cw,0,se,sw,dash,noRotation,,dash,0,w,e,3
O,zeta7,eta9,none,opp,anti,cw,,ccw,0,se,ne,pro,cw,,cw,0,w,n,3
V,zeta7,zeta5,none,same,anti,cw,,ccw,0,se,ne,pro,ccw,,ccw,0,w,s,3
N,zeta7,eta9,none,opp,anti,cw,,ccw,0,se,ne,anti,ccw,,cw,0,w,n,3
T,zeta7,zeta5,none,same,anti,cw,,ccw,0,se,ne,anti,cw,,ccw,0,w,s,3
X,zeta7,zeta15,none,none,anti,cw,,ccw,0,se,ne,static,noRotation,,static,0,w,w,3
Z-,zeta7,eta3,none,none,anti,cw,,ccw,0,se,ne,dash,noRotation,,dash,0,w,e,3
W,zeta7,zeta9,none,none,static,noRotation,,static,0,se,se,pro,cw,,cw,0,w,n,3
Σ,zeta7,eta5,none,none,static,noRotation,,static,0,se,se,pro,ccw,,ccw,0,w,s,3
X,zeta7,zeta9,none,none,static,noRotation,,static,0,se,se,anti,ccw,,cw,0,w,n,3
Δ,zeta7,eta5,none,none,static,noRotation,,static,0,se,se,anti,cw,,ccw,0,w,s,3
ζ,zeta7,zeta7,none,none,static,noRotation,,static,0,se,se,static,noRotation,,static,0,w,w,3
Ψ,zeta7,eta11,none,none,static,noRotation,,static,0,se,se,dash,noRotation,,dash,0,w,e,3
Y-,zeta7,eta1,none,none,dash,noRotation,,dash,0,se,nw,pro,cw,,cw,0,w,n,3
Θ-,zeta7,zeta13,none,none,dash,noRotation,,dash,0,se,nw,pro,ccw,,ccw,0,w,s,3
Z-,zeta7,eta1,none,none,dash,noRotation,,dash,0,se,nw,anti,ccw,,cw,0,w,n,3
Ω-,zeta7,zeta13,none,none,dash,noRotation,,dash,0,se,nw,anti,cw,,ccw,0,w,s,3
Ψ,zeta7,eta15,none,none,dash,noRotation,,dash,0,se,nw,static,noRotation,,static,0,w,w,3
Φ-,zeta7,zeta3,none,none,dash,noRotation,,dash,0,se,nw,dash,noRotation,,dash,0,w,e,3
S,zeta10,zeta12,none,same,pro,cw,,cw,0,s,w,pro,cw,,cw,0,ne,se,3
M,zeta10,eta8,none,opp,pro,cw,,cw,0,s,w,pro,ccw,,ccw,0,ne,nw,3
U,zeta10,zeta12,none,same,pro,cw,,cw,0,s,w,anti,ccw,,cw,0,ne,se,3
O,zeta10,eta8,none,opp,pro,cw,,cw,0,s,w,anti,cw,,ccw,0,ne,nw,3
W,zeta10,zeta2,none,none,pro,cw,,cw,0,s,w,static,noRotation,,static,0,ne,ne,3
Y-,zeta10,eta14,none,none,pro,cw,,cw,0,s,w,dash,noRotation,,dash,0,ne,sw,3
P,zeta10,eta4,none,opp,pro,ccw,,ccw,0,s,e,pro,cw,,cw,0,ne,se,3
S,zeta10,zeta16,none,same,pro,ccw,,ccw,0,s,e,pro,ccw,,ccw,0,ne,nw,3
R,zeta10,eta4,none,opp,pro,ccw,,ccw,0,s,e,anti,ccw,,cw,0,ne,se,3
V,zeta10,zeta16,none,same,pro,ccw,,ccw,0,s,e,anti,cw,,ccw,0,ne,nw,3
Σ,zeta10,eta10,none,none,pro,ccw,,ccw,0,s,e,static,noRotation,,static,0,ne,ne,3
Θ-,zeta10,zeta6,none,none,pro,ccw,,ccw,0,s,e,dash,noRotation,,dash,0,ne,sw,3
V,zeta10,zeta12,none,same,anti,ccw,,cw,0,s,w,pro,cw,,cw,0,ne,se,3
O,zeta10,eta8,none,opp,anti,ccw,,cw,0,s,w,pro,ccw,,ccw,0,ne,nw,3
T,zeta10,zeta12,none,same,anti,ccw,,cw,0,s,w,anti,ccw,,cw,0,ne,se,3
N,zeta10,eta8,none,opp,anti,ccw,,cw,0,s,w,anti,cw,,ccw,0,ne,nw,3
X,zeta10,zeta2,none,none,anti,ccw,,cw,0,s,w,static,noRotation,,static,0,ne,ne,3
Z-,zeta10,eta14,none,none,anti,ccw,,cw,0,s,w,dash,noRotation,,dash,0,ne,sw,3
R,zeta10,eta4,none,opp,anti,cw,,ccw,0,s,e,pro,cw,,cw,0,ne,se,3
U,zeta10,zeta16,none,same,anti,cw,,ccw,0,s,e,pro,ccw,,ccw,0,ne,nw,3
Q,zeta10,eta4,none,opp,anti,cw,,ccw,0,s,e,anti,ccw,,cw,0,ne,se,3
T,zeta10,zeta16,none,same,anti,cw,,ccw,0,s,e,anti,cw,,ccw,0,ne,nw,3
Δ,zeta10,eta10,none,none,anti,cw,,ccw,0,s,e,static,noRotation,,static,0,ne,ne,3
Ω-,zeta10,zeta6,none,none,anti,cw,,ccw,0,s,e,dash,noRotation,,dash,0,ne,sw,3
Σ,zeta10,eta12,none,none,static,noRotation,,static,0,s,s,pro,cw,,cw,0,ne,se,3
W,zeta10,zeta8,none,none,static,noRotation,,static,0,s,s,pro,ccw,,ccw,0,ne,nw,3
Δ,zeta10,eta12,none,none,static,noRotation,,static,0,s,s,anti,ccw,,cw,0,ne,se,3
X,zeta10,zeta8,none,none,static,noRotation,,static,0,s,s,anti,cw,,ccw,0,ne,nw,3
ζ,zeta10,zeta10,none,none,static,noRotation,,static,0,s,s,static,noRotation,,static,0,ne,ne,3
Ψ,zeta10,eta6,none,none,static,noRotation,,static,0,s,s,dash,noRotation,,dash,0,ne,sw,3
Θ-,zeta10,zeta4,none,none,dash,noRotation,,dash,0,s,n,pro,cw,,cw,0,ne,se,3
Y-,zeta10,eta16,none,none,dash,noRotation,,dash,0,s,n,pro,ccw,,ccw,0,ne,nw,3
Ω-,zeta10,zeta4,none,none,dash,noRotation,,dash,0,s,n,anti,ccw,,cw,0,ne,se,3
Z-,zeta10,eta16,none,none,dash,noRotation,,dash,0,s,n,anti,cw,,ccw,0,ne,nw,3
Ψ,zeta10,eta2,none,none,dash,noRotation,,dash,0,s,n,static,noRotation,,static,0,ne,ne,3
Φ-,zeta10,zeta14,none,none,dash,noRotation,,dash,0,s,n,dash,noRotation,,dash,0,ne,sw,3
S,eta12,eta14,none,same,pro,cw,,cw,0,s,w,pro,cw,,cw,0,se,sw,3
M,eta12,zeta2,none,opp,pro,cw,,cw,0,s,w,pro,ccw,,ccw,0,se,ne,3
U,eta12,eta14,none,same,pro,cw,,cw,0,s,w,anti,ccw,,cw,0,se,sw,3
O,eta12,zeta2,none,opp,pro,cw,,cw,0,s,w,anti,cw,,ccw,0,se,ne,3
Θ,eta12,zeta12,none,none,pro,cw,,cw,0,s,w,static,noRotation,,static,0,se,se,3
Σ-,eta12,eta8,none,none,pro,cw,,cw,0,s,w,dash,noRotation,,dash,0,se,nw,3
P,eta12,zeta6,none,opp,pro,ccw,,ccw,0,s,e,pro,cw,,cw,0,se,sw,3
S,eta12,eta10,none,same,pro,ccw,,ccw,0,s,e,pro,ccw,,ccw,0,se,ne,3
R,eta12,zeta6,none,opp,pro,ccw,,ccw,0,s,e,anti,ccw,,cw,0,se,sw,3
V,eta12,eta10,none,same,pro,ccw,,ccw,0,s,e,anti,cw,,ccw,0,se,ne,3
Y,eta12,eta4,none,none,pro,ccw,,ccw,0,s,e,static,noRotation,,static,0,se,se,3
W-,eta12,zeta16,none,none,pro,ccw,,ccw,0,s,e,dash,noRotation,,dash,0,se,nw,3
V,eta12,eta14,none,same,anti,ccw,,cw,0,s,w,pro,cw,,cw,0,se,sw,3
O,eta12,zeta2,none,opp,anti,ccw,,cw,0,s,w,pro,ccw,,ccw,0,se,ne,3
T,eta12,eta14,none,same,anti,ccw,,cw,0,s,w,anti,ccw,,cw,0,se,sw,3
N,eta12,zeta2,none,opp,anti,ccw,,cw,0,s,w,anti,cw,,ccw,0,se,ne,3
Ω,eta12,zeta12,none,none,anti,ccw,,cw,0,s,w,static,noRotation,,static,0,se,se,3
Δ-,eta12,eta8,none,none,anti,ccw,,cw,0,s,w,dash,noRotation,,dash,0,se,nw,3
R,eta12,zeta6,none,opp,anti,cw,,ccw,0,s,e,pro,cw,,cw,0,se,sw,3
U,eta12,eta10,none,same,anti,cw,,ccw,0,s,e,pro,ccw,,ccw,0,se,ne,3
Q,eta12,zeta6,none,opp,anti,cw,,ccw,0,s,e,anti,ccw,,cw,0,se,sw,3
T,eta12,eta10,none,same,anti,cw,,ccw,0,s,e,anti,cw,,ccw,0,se,ne,3
Z,eta12,eta4,none,none,anti,cw,,ccw,0,s,e,static,noRotation,,static,0,se,se,3
X-,eta12,zeta16,none,none,anti,cw,,ccw,0,s,e,dash,noRotation,,dash,0,se,nw,3
Y,eta12,eta6,none,none,static,noRotation,,static,0,s,s,pro,cw,,cw,0,se,sw,3
Θ,eta12,zeta10,none,none,static,noRotation,,static,0,s,s,pro,ccw,,ccw,0,se,ne,3
Z,eta12,eta6,none,none,static,noRotation,,static,0,s,s,anti,ccw,,cw,0,se,sw,3
Ω,eta12,zeta10,none,none,static,noRotation,,static,0,s,s,anti,cw,,ccw,0,se,ne,3
η,eta12,eta12,none,none,static,noRotation,,static,0,s,s,static,noRotation,,static,0,se,se,3
Φ,eta12,zeta8,none,none,static,noRotation,,static,0,s,s,dash,noRotation,,dash,0,se,nw,3
W-,eta12,zeta14,none,none,dash,noRotation,,dash,0,s,n,pro,cw,,cw,0,se,sw,3
Σ-,eta12,eta2,none,none,dash,noRotation,,dash,0,s,n,pro,ccw,,ccw,0,se,ne,3
X-,eta12,zeta14,none,none,dash,noRotation,,dash,0,s,n,anti,ccw,,cw,0,se,sw,3
Δ-,eta12,eta2,none,none,dash,noRotation,,dash,0,s,n,anti,cw,,ccw,0,se,ne,3
Φ,eta12,zeta4,none,none,dash,noRotation,,dash,0,s,n,static,noRotation,,static,0,se,se,3
Ψ-,eta12,eta16,none,none,dash,noRotation,,dash,0,s,n,dash,noRotation,,dash,0,se,nw,3
S,eta6,eta8,none,same,pro,cw,,cw,0,s,w,pro,cw,,cw,0,sw,nw,3
P,eta6,zeta12,none,opp,pro,cw,,cw,0,s,w,pro,ccw,,ccw,0,sw,se,3
V,eta6,eta8,none,same,pro,cw,,cw,0,s,w,anti,ccw,,cw,0,sw,nw,3
R,eta6,zeta12,none,opp,pro,cw,,cw,0,s,w,anti,cw,,ccw,0,sw,se,3
Y,eta6,eta14,none,none,pro,cw,,cw,0,s,w,static,noRotation,,static,0,sw,sw,3
W-,eta6,zeta2,none,none,pro,cw,,cw,0,s,w,dash,noRotation,,dash,0,sw,ne,3
M,eta6,zeta16,none,opp,pro,ccw,,ccw,0,s,e,pro,cw,,cw,0,sw,nw,3
